,peri_title,comm_title,ques_title,excl_title,peri_text,comm_text,ques_text,excl_text,title_length,text_length,title_words
16808,0,1,0,0,55,89,0,0,70,7591,10
29619,0,1,0,0,6,6,0,1,108,1013,15
42884,0,0,0,0,13,17,0,0,201,2056,27
21127,0,0,0,0,8,12,0,0,75,1663,9
40858,0,0,0,0,27,16,1,0,99,3033,14
6944,2,0,0,0,6,5,0,0,73,427,13
44710,0,1,0,0,34,40,2,0,82,5671,13
20308,0,0,0,0,22,18,0,0,68,2141,10
11956,0,0,0,0,21,36,0,0,79,3408,12
4108,2,0,0,0,8,0,0,0,55,575,8
3897,0,1,0,0,3,4,0,0,75,577,11
2055,2,1,0,0,38,20,0,0,69,3808,10
25938,0,0,0,0,18,18,1,0,78,2072,12
6396,0,0,0,1,29,29,1,0,66,3436,10
7907,0,0,0,0,37,22,0,0,64,3947,10
8063,2,0,0,0,86,53,0,0,62,6036,7
40819,0,0,0,0,44,54,0,0,142,4323,20
2586,0,0,0,0,11,3,0,0,69,486,10
21815,0,1,0,0,20,13,0,0,102,1896,17
18528,1,0,1,0,35,59,0,0,62,4975,12
38829,0,0,0,0,8,11,1,0,77,1118,12
35656,0,0,0,0,1,2,0,2,87,241,13
41121,0,0,0,0,16,10,0,0,102,1491,16
27474,0,1,0,0,19,18,1,0,97,2161,18
41433,0,0,2,1,15,9,3,1,118,2178,21
34633,0,0,0,0,26,38,2,0,103,3909,15
27568,0,0,0,0,24,18,0,0,81,2904,15
2041,2,1,0,0,19,16,0,0,67,2236,10
2822,0,0,0,0,21,21,0,0,76,2571,10
43954,0,0,0,1,16,17,1,0,51,1727,9
1284,0,1,0,0,14,14,0,0,73,2394,14
4458,2,0,0,0,39,27,0,0,63,5105,9
5311,0,0,0,0,11,10,0,1,68,1160,10
38058,0,0,0,0,32,32,3,0,109,5183,15
1151,0,0,0,0,17,21,0,0,66,2542,8
43319,0,0,0,0,13,9,0,1,65,1389,11
13293,2,1,0,0,27,19,0,0,78,2078,13
6581,0,0,0,0,44,36,0,1,65,4196,13
899,0,1,0,0,67,39,0,0,63,5615,13
12454,0,0,0,0,10,12,0,0,53,1054,7
22796,0,1,0,0,36,20,0,0,102,3247,13
35056,0,0,0,0,28,27,0,0,139,3636,20
37942,0,0,0,0,10,23,3,2,76,2248,10
21584,0,0,0,0,29,23,1,0,78,2557,12
25202,0,0,0,0,23,19,1,0,87,3600,15
30249,0,0,0,0,47,64,0,3,86,4429,12
14989,2,0,0,0,19,11,0,0,68,1739,13
5777,0,0,0,0,8,7,0,0,65,757,10
3925,2,0,0,0,2,1,0,0,75,370,12
28776,0,0,0,0,21,12,0,1,84,3280,14
34194,0,0,0,0,35,20,1,2,109,3125,16
24967,0,0,0,0,20,18,0,0,45,1859,8
24110,0,0,0,0,16,21,0,0,84,1903,14
9640,0,0,0,0,27,20,0,0,64,2458,9
3234,2,0,0,0,23,11,0,0,66,1691,9
32264,0,0,0,1,7,2,2,0,115,959,15
5295,0,0,0,0,31,12,0,0,73,2681,9
36253,0,0,0,0,57,38,4,0,113,5388,20
4510,2,2,0,0,60,41,0,0,66,4073,10
13165,0,0,0,0,33,28,1,0,68,4250,11
29216,0,1,0,0,25,22,0,0,78,2758,11
38324,0,0,0,2,11,23,1,2,88,3102,19
5276,2,0,0,0,37,37,1,0,78,3855,11
25639,0,0,0,0,10,16,5,1,55,1744,9
35804,0,1,0,0,7,6,4,0,93,1031,15
43339,0,0,0,0,19,33,0,0,60,4819,10
10483,0,1,0,0,43,54,0,2,75,5040,12
38435,0,0,0,0,22,24,0,0,124,3338,18
28475,0,0,0,0,14,33,0,0,81,2322,13
16015,1,0,0,0,3,2,0,0,75,316,13
4233,0,0,0,0,5,1,0,0,67,520,11
29159,0,0,0,0,18,22,1,1,113,2699,17
5790,0,0,0,0,9,15,0,0,76,1235,12
23609,0,0,0,0,23,24,0,0,109,3525,16
29652,0,1,0,0,22,25,0,0,97,2903,15
17859,0,0,0,0,23,26,0,0,71,2670,10
803,2,0,0,0,7,6,0,0,78,701,11
10672,2,1,0,0,35,52,0,0,65,5760,10
8391,0,0,0,0,14,15,0,0,69,1635,9
19548,0,0,0,0,11,9,0,0,61,1335,9
9537,2,0,0,0,8,4,0,0,86,744,14
1089,0,1,0,0,6,4,0,0,64,517,12
10394,2,0,0,0,17,10,0,0,53,1599,9
38940,0,0,2,0,78,79,1,0,142,9001,21
9770,0,0,0,0,6,6,0,0,62,616,11
41925,0,0,0,0,27,12,0,0,130,3151,20
17155,0,0,0,0,21,19,0,0,68,3154,10
19547,0,1,0,0,27,26,0,0,54,4472,11
1276,2,0,0,0,30,18,0,0,78,2920,12
34882,0,0,0,0,0,0,0,0,53,25,9
15347,0,0,0,0,30,32,0,0,68,4185,10
33761,0,0,0,1,0,0,0,0,84,1,12
20567,0,0,0,0,10,12,0,0,60,1277,11
12162,0,0,0,0,8,6,0,0,67,775,11
13182,2,0,0,0,14,4,0,0,59,991,8
37011,0,0,0,0,21,24,1,0,92,1811,17
32532,0,0,0,0,26,9,1,3,90,2097,13
22783,0,1,0,0,16,32,0,0,92,2991,15
14299,0,0,0,0,3,1,0,0,67,436,10
22865,0,0,0,0,12,18,1,0,96,2003,15
34775,0,1,0,0,26,27,0,1,92,3116,15
39348,0,0,0,0,17,19,0,2,131,2563,21
6577,0,0,0,0,19,12,0,0,75,1732,12
13348,2,0,0,0,60,41,0,0,77,6051,12
33011,0,1,0,0,83,43,0,0,98,3679,13
23618,1,0,0,0,16,19,3,0,92,1848,14
39423,0,1,0,1,9,11,0,2,95,976,15
11310,0,0,0,0,21,7,0,0,55,2085,9
40821,0,0,0,0,12,8,1,0,103,1525,17
13927,0,0,0,0,5,4,0,0,54,761,9
8580,0,0,0,0,37,25,1,1,54,3185,7
21953,1,0,0,0,31,39,0,0,85,3436,15
31765,0,0,0,0,10,10,0,0,134,1409,21
18305,0,1,0,0,27,25,0,0,65,2858,10
13698,0,0,0,0,7,10,0,0,59,1318,10
5474,0,0,0,0,2,5,0,0,82,397,11
40185,0,1,0,0,20,22,0,0,133,2594,21
20063,0,0,0,0,9,9,0,0,55,913,10
7478,0,0,0,0,9,5,0,0,56,739,8
30946,0,0,0,0,23,33,0,1,73,3309,12
41529,0,0,0,0,0,0,0,2,99,101,17
32531,0,0,0,0,23,12,1,1,116,2706,19
8381,0,0,0,0,30,32,0,0,58,3635,8
43925,0,0,0,0,11,12,1,0,80,1587,12
19007,0,0,0,0,7,7,0,0,56,1004,8
15405,0,0,0,0,10,15,0,0,63,1950,11
7799,2,0,0,0,44,39,0,1,73,4853,11
40461,0,0,0,1,17,24,0,0,162,2233,22
41584,0,0,0,0,5,7,0,0,83,430,13
31674,1,0,0,0,9,9,0,0,84,1077,13
36962,0,0,0,0,23,1,1,0,91,2381,15
37387,0,0,0,0,28,15,5,4,79,3221,15
4185,0,0,0,0,14,6,0,0,57,1074,7
31648,0,0,0,0,14,7,1,1,74,1901,13
24057,0,1,0,0,30,31,3,1,94,3364,16
17046,0,0,0,0,51,39,1,0,59,5221,11
6755,0,0,0,0,86,88,0,0,52,8265,8
42083,2,2,0,0,27,27,3,0,131,3081,19
33036,0,1,1,0,8,23,2,7,69,2196,13
38818,2,0,0,0,15,18,1,0,93,1470,14
19638,0,0,0,0,20,24,0,0,72,2854,10
23481,0,0,0,0,25,20,1,0,92,2814,12
2942,0,0,0,0,28,20,0,0,57,2356,9
32384,0,0,0,0,6,5,0,0,88,1054,13
6121,0,1,0,0,5,4,0,0,62,546,9
15919,0,0,0,0,18,29,0,0,65,2401,11
22302,1,0,0,0,23,17,0,0,90,2017,14
28875,0,0,0,0,15,15,0,0,83,1911,11
11594,0,0,0,0,8,6,0,0,63,1139,9
8051,0,0,0,0,17,17,0,0,55,1529,9
15648,0,0,0,0,14,13,0,0,65,1841,9
22236,0,0,0,0,15,27,3,0,91,1978,15
23218,0,0,1,0,19,14,0,0,83,2132,14
31584,0,0,0,0,21,19,0,0,146,2259,21
32459,0,0,0,0,21,32,0,0,82,3135,13
28420,0,0,0,0,10,15,0,0,69,2024,10
34269,0,0,0,0,7,2,0,0,117,503,20
22135,0,1,0,0,28,18,1,0,78,2464,14
26882,0,1,0,0,30,27,6,0,78,2419,15
31499,0,1,0,0,14,15,2,0,86,1763,13
28534,0,0,0,0,33,21,1,0,94,2765,13
8539,0,0,0,0,14,6,0,0,73,1400,13
19908,0,0,0,0,5,8,0,0,64,696,9
22846,0,0,0,0,15,28,1,1,70,2034,9
21178,0,0,0,0,3,2,0,0,67,589,10
819,0,0,0,0,5,1,0,0,74,433,13
29144,0,0,0,0,21,32,0,1,90,2364,13
5046,0,0,0,0,39,38,0,0,66,4686,9
38054,0,0,0,0,40,32,1,0,95,3276,17
43588,0,0,0,0,55,43,3,0,55,6583,7
33904,0,0,1,0,16,23,2,4,107,2804,20
28343,0,0,0,0,20,11,0,0,89,1853,12
12349,0,0,0,0,24,23,0,0,58,4365,8
1783,0,0,0,0,8,9,0,0,60,1186,8
34526,0,0,0,0,34,37,5,1,151,2487,26
19666,0,0,0,0,3,4,0,0,56,569,9
40005,0,0,0,1,7,6,3,2,45,1539,7
39792,0,0,0,0,12,12,0,1,126,1608,19
7048,0,0,0,0,6,8,0,0,53,811,9
43065,0,0,0,0,20,10,0,0,106,1412,15
43474,0,2,0,0,4,10,0,0,43,649,5
13633,0,1,0,0,14,24,0,0,61,2524,10
19474,0,1,0,0,4,1,0,0,70,261,11
25063,0,0,0,0,18,16,0,0,94,1999,15
37421,2,0,0,1,45,25,1,0,93,4797,13
10593,0,1,0,0,37,36,1,0,63,4897,9
43419,0,1,0,0,45,52,0,0,61,7711,12
12212,0,1,0,0,13,19,0,0,66,2433,9
13378,0,0,0,0,9,16,0,0,66,1611,11
6078,2,0,0,0,24,12,0,0,65,2572,10
30940,1,0,0,1,34,33,3,12,106,3458,12
27167,0,0,0,0,23,13,0,1,86,2468,15
33855,0,0,2,1,0,0,0,1,103,84,15
29920,0,0,0,0,18,25,0,0,65,3225,10
19781,0,0,0,0,31,49,0,0,54,4212,7
6445,0,0,0,0,30,27,0,0,60,2697,8
22195,0,0,0,0,24,24,0,0,65,3203,9
6238,2,0,0,0,40,30,0,0,58,4925,8
26068,0,0,0,0,20,22,1,0,93,2272,16
40855,0,0,0,0,6,3,0,0,85,719,13
30956,0,0,0,0,87,59,18,2,82,8235,13
41950,0,0,0,0,12,5,0,0,102,1490,16
14905,2,0,0,0,25,24,0,0,73,3544,12
15866,0,0,0,0,11,14,0,0,46,1816,8
31520,0,0,0,1,9,14,1,2,127,1592,19
36636,1,0,0,0,3,0,2,1,98,437,15
24998,0,2,0,0,18,13,0,0,82,2627,13
38405,0,0,0,0,15,6,0,0,131,1763,17
8352,2,0,0,0,84,4,0,0,56,1778,9
3633,0,0,0,0,27,21,0,0,67,2707,10
17644,0,1,0,0,38,46,0,0,58,5511,7
32643,0,0,0,0,8,11,0,0,130,1119,20
22976,0,0,0,0,29,23,1,0,78,3228,14
19852,0,0,0,0,3,1,0,0,54,357,10
44808,0,0,0,3,5,19,0,2,57,1097,10
21345,0,0,0,0,29,27,0,0,54,3649,8
19264,0,0,0,0,7,4,0,0,69,617,12
43583,0,0,0,0,24,38,0,0,50,4374,10
44568,0,0,0,0,21,24,0,0,72,3720,9
15724,0,2,0,0,35,39,0,0,69,4201,11
31408,0,0,0,2,17,12,3,9,88,2257,12
15668,0,1,0,0,21,27,0,0,64,3410,11
3418,2,0,0,0,49,32,0,0,67,5879,11
33809,0,0,0,1,0,0,0,0,106,1,18
42275,0,0,0,0,2,2,0,0,86,329,15
24689,0,0,0,0,18,24,0,1,88,2090,14
7148,0,0,0,0,16,6,0,0,65,1147,9
44160,0,0,0,0,22,14,1,0,78,2134,12
26375,0,0,0,0,16,19,0,0,86,2086,13
29796,0,0,0,0,30,18,0,0,83,3008,12
42539,0,0,1,0,9,9,2,9,96,2121,15
18847,0,0,0,0,2,2,0,0,55,391,8
28293,0,0,0,0,33,29,4,0,90,5238,16
4677,2,0,0,0,25,12,0,0,63,1584,11
24537,0,0,0,0,30,28,0,2,87,4057,14
28138,0,0,0,0,17,19,1,0,101,1867,13
22985,0,0,0,0,26,26,4,0,103,3446,15
31624,0,2,0,0,19,22,0,0,150,1905,21
24754,0,0,0,0,32,44,1,0,61,3514,12
36350,0,0,0,0,5,8,0,0,92,1026,12
16635,0,1,0,0,25,27,0,0,68,2810,11
31937,0,0,0,1,8,8,0,0,76,1065,11
14688,0,0,0,0,3,3,0,0,91,442,15
25129,0,0,0,0,23,32,2,0,94,3807,17
31478,0,0,0,0,87,117,11,7,86,9120,14
19427,0,0,0,0,9,2,0,0,42,749,7
7038,0,1,0,0,64,82,0,0,65,6054,9
37271,0,1,0,0,55,38,0,0,74,4764,11
31308,0,0,0,2,15,17,2,0,95,1562,15
18261,0,0,0,0,17,19,0,0,67,2301,13
35263,0,0,0,0,40,26,6,3,53,4579,8
11115,0,0,0,0,21,31,0,0,65,2868,11
8982,2,0,0,0,13,11,0,0,56,1821,8
37879,0,0,0,0,24,25,0,0,105,2420,16
1192,2,0,0,0,33,27,0,0,60,3271,9
22912,0,0,0,0,32,18,0,1,100,3282,19
4016,0,0,0,0,90,39,11,0,42,4905,6
26048,0,1,0,0,17,16,0,0,76,1848,14
14632,0,0,0,0,17,15,0,0,71,1974,11
2707,2,0,0,0,31,23,0,0,57,3154,8
9423,2,0,0,0,28,12,0,0,58,2494,10
7530,0,2,0,0,30,31,0,0,85,2654,14
4802,0,1,0,0,18,14,0,0,73,2366,8
29746,0,0,0,0,31,20,0,0,91,3119,14
16392,0,0,0,0,22,22,0,0,62,3724,10
33316,0,0,1,0,8,3,0,1,230,1039,42
32573,0,0,0,0,18,4,1,1,85,1756,14
30484,0,0,0,0,26,23,2,2,84,2840,14
3127,2,1,0,0,28,32,0,0,70,2758,12
27324,0,0,0,0,25,38,1,1,62,3060,9
25276,0,0,0,0,21,17,0,0,63,1800,11
16196,0,1,0,0,33,49,0,0,61,3855,9
41323,0,0,0,0,13,11,0,1,115,1100,18
34377,0,0,0,0,19,20,1,0,135,1417,21
20838,0,0,0,0,18,9,0,0,69,1898,11
19422,2,0,0,0,23,18,0,0,70,2495,10
28876,0,1,0,0,21,20,0,0,76,2171,11
11248,1,1,0,0,21,17,0,0,62,2424,9
17001,2,0,0,0,2,5,0,0,67,362,12
22591,0,0,0,0,14,20,1,0,99,1943,12
32026,0,1,0,0,7,1,0,0,112,688,18
4932,0,0,0,0,60,40,0,0,70,5686,13
18063,0,0,0,0,16,15,1,0,59,2180,9
19092,0,0,0,0,9,11,0,0,71,1622,10
3595,2,0,0,0,46,34,0,0,65,4539,12
35015,0,0,1,2,0,0,0,0,69,41,15
39861,0,0,1,0,16,11,1,0,127,2301,20
35860,0,0,0,0,3,0,0,1,47,207,6
3992,0,1,0,0,5,4,0,0,63,503,10
1554,0,0,0,0,2,1,0,0,69,440,12
22933,0,0,0,0,20,19,1,1,97,2399,17
810,0,1,0,0,7,2,0,0,56,500,8
3888,0,0,0,0,5,2,0,0,64,453,9
18621,0,2,0,0,52,56,0,0,69,7341,11
3425,0,0,0,0,26,26,0,0,67,3414,11
24386,0,0,0,0,32,19,2,1,97,2609,17
35198,0,0,0,0,31,21,2,1,143,4270,22
31065,0,0,1,0,25,24,2,0,170,2557,30
38853,2,0,0,0,37,27,1,0,137,3855,20
32973,0,0,0,0,12,11,0,0,68,1610,11
35148,0,0,1,0,0,0,0,2,79,114,11
27378,0,0,0,0,21,22,0,0,92,3016,14
8491,0,0,0,0,15,10,0,0,72,1608,11
44068,0,2,0,0,4,14,0,0,60,852,9
18336,2,0,0,0,6,8,0,0,67,902,12
13540,2,0,0,0,32,19,0,0,75,3513,11
38,0,1,0,0,31,20,0,0,59,2933,10
40101,0,0,0,0,26,12,0,0,130,1837,24
29710,0,0,0,0,15,9,4,0,79,1483,11
43213,0,0,1,0,17,20,0,1,94,1992,14
20669,0,0,0,0,12,23,0,0,69,1814,12
31795,0,0,0,1,10,7,2,0,62,1263,12
38180,0,0,0,0,28,14,1,0,90,2566,16
14218,0,0,0,0,48,57,0,0,62,5989,11
5860,4,0,0,0,11,9,0,0,59,868,9
18416,0,0,0,0,17,16,0,0,61,2022,10
27139,0,0,0,0,16,15,0,0,77,1921,13
36368,0,0,0,0,24,12,0,0,99,2311,15
36416,0,0,0,0,33,39,1,0,92,3672,14
7769,3,0,0,0,26,35,0,0,73,3802,14
18580,0,0,0,0,22,30,0,0,59,3584,9
20423,0,0,0,0,45,71,0,0,58,5928,9
25540,0,0,0,0,11,12,1,0,93,2081,12
2274,0,0,0,0,30,20,0,0,73,3293,11
13334,0,1,0,0,39,32,0,0,70,3641,11
23956,0,0,0,0,23,40,0,0,96,3262,14
23613,0,0,1,0,18,17,1,0,81,2538,13
40649,0,0,0,0,27,20,4,0,134,1919,18
28615,0,0,0,0,26,15,0,0,68,2504,8
20102,0,1,0,0,8,15,0,0,49,1202,9
3758,0,0,0,0,46,19,0,0,58,4450,10
8448,0,0,0,0,2,1,0,0,65,512,11
35955,0,0,0,0,8,7,0,0,71,845,13
37415,0,0,0,0,8,6,0,1,66,825,11
3305,2,0,0,0,75,53,10,0,72,8419,13
9419,2,0,0,0,38,42,0,0,70,4912,13
5113,0,1,0,0,15,18,0,0,67,2154,10
30231,0,0,0,0,10,10,0,0,81,1594,15
38926,0,0,0,0,21,16,0,0,146,2636,23
9474,0,0,0,0,25,16,0,0,64,2332,11
16057,0,0,0,0,23,28,0,0,64,3027,11
11969,0,0,0,0,25,11,0,0,53,2687,8
39584,0,2,0,1,9,4,0,2,172,1036,26
37946,0,0,0,1,0,0,1,1,58,105,8
26799,0,0,0,0,19,17,1,1,69,1784,10
13156,0,0,0,0,29,27,0,0,64,4647,12
13392,0,0,0,0,8,4,0,0,60,955,10
13371,0,0,0,0,15,20,0,0,70,2116,10
38392,3,0,0,0,78,76,3,1,110,9008,15
7251,0,0,0,0,43,59,0,0,63,5779,9
20523,0,0,0,0,45,42,1,0,57,3947,9
34593,0,0,0,0,12,19,0,0,95,2215,12
14717,0,0,0,0,8,13,0,0,41,967,7
6710,0,0,0,0,30,31,0,0,61,2778,8
8814,2,1,0,0,24,20,0,0,63,3168,9
15187,0,0,0,0,6,5,0,0,59,765,9
19449,0,2,0,0,11,21,0,0,68,2165,8
31315,1,0,0,1,21,10,0,0,135,1612,20
26602,0,0,0,0,29,29,0,0,83,3035,15
42699,0,0,0,0,39,37,2,0,110,4535,18
4670,0,0,0,0,17,15,2,1,64,1429,11
3018,2,0,0,0,23,22,0,0,64,2268,9
16284,0,0,0,0,19,18,0,0,64,2369,10
34302,3,0,0,1,79,45,6,2,109,5752,17
4232,0,0,0,0,41,52,0,0,61,6031,9
31091,0,0,0,2,7,13,3,4,102,1246,15
8294,2,0,0,0,19,13,0,0,64,1976,10
14776,0,0,0,0,3,3,0,0,66,396,9
28188,0,0,0,0,24,15,4,1,93,2230,15
1424,0,0,0,0,70,66,1,0,49,6888,8
30688,0,0,0,0,24,18,1,2,80,2747,12
18600,0,0,0,0,6,11,0,0,42,1070,7
9383,0,0,0,0,16,12,0,0,61,2027,8
25232,0,0,0,0,20,23,2,0,54,1960,9
13826,0,2,0,0,20,22,0,0,75,2883,12
43856,0,0,1,0,12,11,2,0,64,1882,10
14887,0,0,0,0,26,20,0,0,69,2773,10
26008,0,0,0,0,27,17,2,0,75,2548,13
37414,0,0,0,0,10,13,7,3,124,1800,17
25752,0,0,0,0,17,8,3,0,81,2005,13
23207,0,0,0,0,36,21,0,0,92,4049,14
16365,0,0,0,0,2,2,0,0,67,375,8
23081,0,0,0,0,11,7,1,0,61,925,9
30679,0,0,0,0,12,9,2,2,102,1417,17
7085,0,0,0,0,13,16,0,0,58,1584,10
16346,0,0,0,0,5,1,0,0,63,688,9
9842,2,1,0,0,47,27,0,0,82,3842,13
18237,0,1,0,0,25,27,0,0,81,3352,9
24848,0,0,0,0,27,27,0,0,62,2629,10
10544,2,0,0,0,17,14,0,0,61,2410,11
34297,0,0,0,0,6,2,0,0,109,672,15
3067,0,0,0,0,55,40,0,0,59,4764,8
2361,0,0,0,0,19,20,0,0,84,2289,14
12344,0,0,0,0,23,25,0,0,64,2487,9
22177,0,0,0,0,16,23,0,0,85,2028,11
44034,0,0,1,0,106,129,8,0,55,13294,9
40625,0,0,0,0,15,21,9,2,96,2869,17
26238,0,0,0,0,35,32,1,1,73,3773,10
28773,0,0,0,0,18,12,1,0,90,2857,14
35440,0,1,0,1,21,21,0,1,116,2806,20
37332,0,0,0,0,17,5,0,0,88,1562,13
24353,0,0,0,0,20,27,1,0,94,2363,16
33798,0,0,0,0,0,0,0,0,76,1,12
4058,0,0,0,0,33,23,0,0,45,3427,8
40155,0,0,0,0,10,9,1,0,128,2000,16
19528,0,0,0,0,13,17,0,0,63,2204,9
9220,0,0,0,0,15,17,0,0,70,1680,9
20126,0,1,0,0,23,17,0,0,67,3278,11
42798,0,0,1,0,23,17,1,2,85,2151,14
3615,0,0,0,0,16,22,0,0,59,2836,8
23730,0,0,0,0,23,17,0,0,64,2486,9
39326,0,0,0,1,7,7,0,0,137,1060,19
1636,2,0,0,0,22,15,0,0,52,2401,9
16248,0,0,1,0,25,24,6,0,55,3315,8
33978,0,1,0,0,23,21,1,0,165,2560,20
1164,0,0,0,0,4,2,0,0,66,481,11
605,0,0,0,0,44,38,0,0,65,4163,10
23449,0,0,0,0,25,25,1,0,80,2709,11
40165,0,0,0,0,21,32,0,0,82,3135,13
24056,0,0,0,0,26,219,2,0,90,13095,14
11392,0,0,0,0,11,16,0,0,44,1501,8
17349,0,1,0,0,33,55,0,0,82,4957,12
23989,0,0,0,0,30,21,0,0,101,2798,16
36790,0,0,1,0,3,4,1,0,116,990,22
20737,0,0,0,0,4,3,0,0,62,547,11
25499,0,1,0,0,17,28,0,0,82,2291,13
21810,0,0,0,0,18,14,0,1,84,1912,13
37726,0,0,0,0,0,0,0,0,83,1,12
41860,0,0,0,1,0,0,0,0,53,92,11
31335,0,0,0,0,43,40,2,0,153,5345,24
4917,0,1,0,0,24,20,0,0,72,2058,11
12133,0,1,0,0,16,14,0,0,47,1523,7
25789,0,1,0,0,14,7,0,2,94,1551,13
2522,0,0,0,0,26,11,0,0,60,2211,8
18288,0,0,0,0,20,25,0,0,71,3233,11
18111,2,0,0,0,73,37,1,0,60,4923,9
12933,0,0,0,0,9,6,0,0,71,879,11
19851,0,0,0,0,15,15,0,0,63,1853,8
4864,0,0,0,0,21,26,0,0,71,2700,10
29692,0,0,0,0,16,16,0,0,73,1796,11
27742,0,0,0,0,15,14,0,0,64,1906,9
24078,0,0,0,0,24,17,1,0,77,2742,15
21851,0,0,0,0,21,20,0,0,99,2017,13
41204,0,0,0,1,7,4,2,0,75,757,11
31819,0,0,0,0,11,7,0,0,146,1114,22
41547,0,0,0,1,15,16,5,0,122,1817,17
17428,0,0,0,0,15,20,0,0,72,1991,11
28355,0,0,0,0,16,16,2,1,76,2275,13
36202,0,0,0,0,21,14,0,2,56,1818,8
43972,0,0,0,0,4,2,3,0,62,622,8
7605,0,0,0,0,18,24,1,0,49,2103,8
20948,0,1,0,0,11,21,0,0,64,1606,9
36175,0,0,0,0,26,15,0,0,109,1798,16
19489,0,0,0,0,17,27,0,0,83,2839,14
30800,0,2,0,0,27,26,4,1,110,3083,17
37395,0,0,0,0,19,18,0,1,90,2012,14
39258,0,0,0,0,8,15,0,0,102,1709,18
16534,0,0,0,0,33,38,0,0,59,4033,8
15107,0,1,0,0,19,19,0,0,66,2851,9
14696,0,1,0,0,19,19,0,0,58,2981,8
21215,0,0,0,0,18,23,0,0,87,2851,14
24615,0,0,0,0,33,28,2,2,87,2958,14
34703,0,0,0,0,8,12,1,0,150,1251,21
3934,0,0,0,0,21,15,0,0,51,2172,7
42355,0,0,0,0,0,0,0,0,110,116,16
19954,0,0,0,0,21,17,0,0,59,2037,9
27268,0,0,0,0,12,10,0,0,65,1872,9
29279,1,0,0,0,18,11,0,0,65,2490,12
15255,2,0,0,0,24,25,1,0,57,2465,7
31625,0,0,0,0,8,6,1,0,151,948,22
448,2,0,0,0,12,9,0,0,59,967,8
17045,0,0,0,0,28,33,0,0,64,4054,10
28893,0,0,0,0,21,11,1,0,76,2038,10
26213,0,1,0,0,14,16,0,0,77,1953,14
32332,0,0,0,0,3,2,2,5,82,905,15
26025,0,1,0,0,24,28,1,0,92,2664,14
23431,0,0,0,0,22,14,0,0,83,2377,13
5711,0,0,0,0,27,35,0,0,59,3717,8
13816,0,0,0,0,21,23,0,0,67,2613,11
27315,0,0,0,0,15,11,0,0,78,1898,12
38614,2,0,0,0,9,2,0,0,100,1064,15
10240,0,0,0,0,2,5,0,0,70,588,11
35635,2,0,0,0,1,1,0,0,90,116,14
11175,0,0,0,0,36,31,0,0,61,3805,11
24644,0,0,0,0,38,23,0,0,96,3656,15
7542,0,2,0,0,84,95,0,1,65,10022,11
24804,0,0,0,0,22,19,1,5,82,3038,13
18989,0,0,0,0,5,8,0,0,64,786,11
